Gemeindekennziffer;Gemeindename;Gemeindecode;Ortschaftkennziffer;Ortschaftsname;Postleitzahl
40611;Liebenau;40611;08359;Schöneben;4252
40611;Liebenau;40611;08360;Windhagmühl;4252
40612;Neumarkt im Mühlkreis;40612;01189;Achleiten;4212
40612;Neumarkt im Mühlkreis;40612;01190;Au;4212
40612;Neumarkt im Mühlkreis;40612;01191;Kronast;4212
40612;Neumarkt im Mühlkreis;40612;08361;Baumgarten;4212
40612;Neumarkt im Mühlkreis;40612;08362;Dingdorf;4212
40612;Neumarkt im Mühlkreis;40612;08363;Götschka;4212
40612;Neumarkt im Mühlkreis;40612;08364;Lamm;4212
40612;Neumarkt im Mühlkreis;40612;08365;Matzelsdorf;4212
40612;Neumarkt im Mühlkreis;40612;08366;Möhringdorf;4212
40612;Neumarkt im Mühlkreis;40612;08367;Neumarkt im Mühlkreis;4212
40612;Neumarkt im Mühlkreis;40612;08368;Oberzeiß;4212
40612;Neumarkt im Mühlkreis;40612;08369;Pfaffendorf;4212
40612;Neumarkt im Mühlkreis;40612;08370;Rudersdorf;4212
40612;Neumarkt im Mühlkreis;40612;08371;Sallersdorf;4212
40612;Neumarkt im Mühlkreis;40612;08372;Schall;4212
40612;Neumarkt im Mühlkreis;40612;08373;Schallersdorf;4212
40612;Neumarkt im Mühlkreis;40612;08374;Schiernersdorf;4212
40612;Neumarkt im Mühlkreis;40612;08375;Schwandtendorf;4212
40612;Neumarkt im Mühlkreis;40612;08376;Steigersdorf;4212
40612;Neumarkt im Mühlkreis;40612;08377;Stiftung;4212
40612;Neumarkt im Mühlkreis;40612;08378;Traidendorf;4211 4212
40612;Neumarkt im Mühlkreis;40612;08379;Trölsberg;4212
40612;Neumarkt im Mühlkreis;40612;08380;Trosselsdorf;4212
40612;Neumarkt im Mühlkreis;40612;08381;Unterzeiß;4212
40612;Neumarkt im Mühlkreis;40612;08382;Willingdorf;4212
40612;Neumarkt im Mühlkreis;40612;08383;Zissingdorf;4212
40613;Pierbach;40613;02995;Naarntal;4282
40613;Pierbach;40613;03003;Bergerriedl;4281 4282
40613;Pierbach;40613;03063;Sonnleitn;4282
40613;Pierbach;40613;03069;Lindnerberg;4282
40613;Pierbach;40613;03090;Kreuzberg;4282
40613;Pierbach;40613;03397;Mühltal;4282
40613;Pierbach;40613;03431;Meislberg;4282
40613;Pierbach;40613;03536;Kleinhöfnerberg;4282
40613;Pierbach;40613;08384;Hinterhütten;4282
40613;Pierbach;40613;08385;Höfnerberg;4282
40613;Pierbach;40613;08387;Niederhofstetten;4274 4281 4282
40613;Pierbach;40613;08388;Oberhofstetten;4274
40613;Pierbach;40613;08389;Pierbach;4282
40614;Pregarten;40614;08391;Aist;4230
40614;Pregarten;40614;08392;Burbach;4230
40614;Pregarten;40614;08393;Gmeinerhof;4230
40614;Pregarten;40614;08394;Greising;4230
40614;Pregarten;40614;08395;Greisingberg;4230
40614;Pregarten;40614;08396;Halmenberg;4230
40614;Pregarten;40614;08397;Kriechmayrdorf;4230
40614;Pregarten;40614;08398;Meitschenhof;4230
40614;Pregarten;40614;08399;Netzberg;4292
40614;Pregarten;40614;08400;Pregarten;4230
40614;Pregarten;40614;08401;Pregartsdorf;4230
40614;Pregarten;40614;08402;Reichenstein;4230
40614;Pregarten;40614;08403;Selker;4230
40614;Pregarten;40614;08404;Wörgersdorf;4230
40614;Pregarten;40614;17266;Kranzlgarten;4230
40614;Pregarten;40614;17267;Silberbach;4230
40614;Pregarten;40614;17268;Grünbichl;4224 4230
40615;Rainbach im Mühlkreis;40615;08405;Apfoltern;4240 4261
40615;Rainbach im Mühlkreis;40615;08406;Hörschlag;4261
40615;Rainbach im Mühlkreis;40615;08407;Dreißgen;4240
40615;Rainbach im Mühlkreis;40615;08408;Eibenstein;4193
40615;Rainbach im Mühlkreis;40615;08409;Kerschbaum;4261
40615;Rainbach im Mühlkreis;40615;08410;Labach;4261
40615;Rainbach im Mühlkreis;40615;08411;Rainbach im Mühlkreis;4261
40615;Rainbach im Mühlkreis;40615;08412;Sonnberg;4240
40615;Rainbach im Mühlkreis;40615;08413;Stadln;4261
40615;Rainbach im Mühlkreis;40615;08414;Stiftung;4193 4261
40615;Rainbach im Mühlkreis;40615;08415;Summerau;4193 4261
40615;Rainbach im Mühlkreis;40615;08416;Vierzehn;4240
40615;Rainbach im Mühlkreis;40615;08417;Zulissen;4261
40616;Sandl;40616;08418;Eben;4251
40616;Sandl;40616;08419;Größgstötten;4251
40616;Sandl;40616;08420;Gugu;4251
40616;Sandl;40616;08421;Hacklbrunn;4251
40616;Sandl;40616;08422;Hundsberg;4251
40616;Sandl;40616;08423;Königsau;4251
40616;Sandl;40616;08424;Neuhof;4251
40616;Sandl;40616;08425;Plochwald;4263
40616;Sandl;40616;08426;Pürstling;4251
40616;Sandl;40616;08427;Rindlberg;4251
40616;Sandl;40616;08428;Rothenbachl;4251
40616;Sandl;40616;08429;Sandl;4251
40616;Sandl;40616;08431;Schönberg;4251
40616;Sandl;40616;08432;Steinkreuz;4251
40616;Sandl;40616;08433;Steinwald;4251
40616;Sandl;40616;08434;Tafelberg;4251
40616;Sandl;40616;08435;Viehberg;4251
40616;Sandl;40616;08436;Weinviertl;4251
40617;Sankt Leonhard bei Freistadt;40617;08437;Dirnberg;4294
40617;Sankt Leonhard bei Freistadt;40617;08438;Ennsedt;4294
40617;Sankt Leonhard bei Freistadt;40617;08439;Freudenthal;4272 4294
40617;Sankt Leonhard bei Freistadt;40617;08440;Haid;4294
40617;Sankt Leonhard bei Freistadt;40617;08441;Haslach;4294
40617;Sankt Leonhard bei Freistadt;40617;08442;Herzogreith;4294
40617;Sankt Leonhard bei Freistadt;40617;08443;Langfirling;4272 4294
40617;Sankt Leonhard bei Freistadt;40617;08445;Maasch;4294
40617;Sankt Leonhard bei Freistadt;40617;08446;Oberarzing;4294
40617;Sankt Leonhard bei Freistadt;40617;08447;Prandegg;4294
40617;Sankt Leonhard bei Freistadt;40617;08448;Promenedt;4294
40617;Sankt Leonhard bei Freistadt;40617;08449;Rebuledt;4294
40617;Sankt Leonhard bei Freistadt;40617;08450;Rehberg;4294
40617;Sankt Leonhard bei Freistadt;40617;08451;Reith;4294
40617;Sankt Leonhard bei Freistadt;40617;08452;Sankt Leonhard bei Freistadt;4294
40617;Sankt Leonhard bei Freistadt;40617;08453;Schwaighof;4294
40617;Sankt Leonhard bei Freistadt;40617;08454;Stiftung;4293 4294
40617;Sankt Leonhard bei Freistadt;40617;08455;Unterarzing;4294
40617;Sankt Leonhard bei Freistadt;40617;08456;Waltrasedt;4294
40617;Sankt Leonhard bei Freistadt;40617;08457;Wenigfirling;4294
40618;Sankt Oswald bei Freistadt;40618;08458;Amesreith;4271
40618;Sankt Oswald bei Freistadt;40618;08459;Etzelsdorf;4271
40618;Sankt Oswald bei Freistadt;40618;08460;Florenthein;4271
40618;Sankt Oswald bei Freistadt;40618;08461;Fünfling;4271
40618;Sankt Oswald bei Freistadt;40618;08462;March;4271
40618;Sankt Oswald bei Freistadt;40618;08463;Mayrhöfen;4271
40618;Sankt Oswald bei Freistadt;40618;08464;Neudorf;4271
40618;Sankt Oswald bei Freistadt;40618;08465;Obermarreith;4251 4271
40618;Sankt Oswald bei Freistadt;40618;08466;Oberreitern;4271
40618;Sankt Oswald bei Freistadt;40618;08467;Piberschlag;4271
40618;Sankt Oswald bei Freistadt;40618;08469;Rosenau;4271
40618;Sankt Oswald bei Freistadt;40618;08470;Sankt Oswald bei Freistadt;4271
40618;Sankt Oswald bei Freistadt;40618;08471;Stampfendorf;4294
40618;Sankt Oswald bei Freistadt;40618;08472;Stiftungsberg;4271
40618;Sankt Oswald bei Freistadt;40618;08473;Untermarreith;4271
40618;Sankt Oswald bei Freistadt;40618;08474;Wartberg;4271
40618;Sankt Oswald bei Freistadt;40618;08475;Wippl;4271
40618;Sankt Oswald bei Freistadt;40618;08476;Witzelsberg;4271
40619;Schönau im Mühlkreis;40619;08477;Fürling;4274 4282
40619;Schönau im Mühlkreis;40619;08479;Hofing;4274
40619;Schönau im Mühlkreis;40619;08480;Kaining;4274
40619;Schönau im Mühlkreis;40619;08481;Kollnedt;4274
40619;Schönau im Mühlkreis;40619;08482;Niederndorf;4274
40619;Schönau im Mühlkreis;40619;08483;Oberndorf;4274
40619;Schönau im Mühlkreis;40619;08484;Pehersdorf;4274
40619;Schönau im Mühlkreis;40619;08485;Prandegg;4293
40619;Schönau im Mühlkreis;40619;08486;Schönau im Mühlkreis;4274
40619;Schönau im Mühlkreis;40619;08487;Straß;4274
40619;Schönau im Mühlkreis;40619;08488;Unterniederndorf;4274 4294
40619;Schönau im Mühlkreis;40619;08489;Wolfgrub;4274
40619;Schönau im Mühlkreis;40619;17665;Almblick;4274
40619;Schönau im Mühlkreis;40619;17666;Am Berg;4274
40619;Schönau im Mühlkreis;40619;17667;Oberwolfgrub;4274
40619;Schönau im Mühlkreis;40619;17668;Sonnblick;4274
40619;Schönau im Mühlkreis;40619;17669;Steinbichl;4274
40620;Tragwein;40620;08490;Fraundorf;4284
40620;Tragwein;40620;08491;Haarland;4284 4311
40620;Tragwein;40620;08492;Hinterberg;4284 4293
40620;Tragwein;40620;08493;Hohensteg;4230 4284
40620;Tragwein;40620;08494;Knollnhof;4284
40620;Tragwein;40620;08495;Lugendorf;4284
40620;Tragwein;40620;08496;Mistlberg;4230 4284
40620;Tragwein;40620;08497;Josefstal;4311
40620;Tragwein;40620;08498;Reichenstein;4230
40620;Tragwein;40620;08499;Schedlberg;4284
40620;Tragwein;40620;08500;Schmierreith;4284
40620;Tragwein;40620;08501;Stranzberg;4284
40620;Tragwein;40620;08502;Tragwein;4284
40620;Tragwein;40620;08503;Zudersdorf;4230 4284
40621;Unterweißenbach;40621;08504;Aglasberg;4273
40621;Unterweißenbach;40621;08505;Dauerbach;4273
40621;Unterweißenbach;40621;08506;Enebitschlag;4273
40621;Unterweißenbach;40621;08507;Grafenschlag;4273
40621;Unterweißenbach;40621;08508;Greinerschlag;4273
40621;Unterweißenbach;40621;08509;Hackstock;4273
40621;Unterweißenbach;40621;08510;Hinterberg;4273
40621;Unterweißenbach;40621;08511;Hinterreith;4273
40621;Unterweißenbach;40621;08512;Landshut;4273
40621;Unterweißenbach;40621;08513;Mötlas;4273
40621;Unterweißenbach;40621;08514;Mötlasberg;4273
40621;Unterweißenbach;40621;08515;Neumühl;4273
40621;Unterweißenbach;40621;08516;Obermühl;4273
40621;Unterweißenbach;40621;08517;Schattau;4273
40621;Unterweißenbach;40621;08518;Unterweißenbach;4273
40621;Unterweißenbach;40621;08519;Wildberg;4273
40621;Unterweißenbach;40621;08520;Windhing;4273
40622;Unterweitersdorf;40622;08521;Bergen;4210
40622;Unterweitersdorf;40622;08522;Gauschitzberg;4210
40622;Unterweitersdorf;40622;08523;Hattmannsdorf;4210
40622;Unterweitersdorf;40622;08524;Loibersdorf;4210 4212
40622;Unterweitersdorf;40622;08525;Radingdorf;4210
40622;Unterweitersdorf;40622;08526;Reitern;4210
40622;Unterweitersdorf;40622;08527;Unterweitersdorf;4210
40622;Unterweitersdorf;40622;08528;Wögern;4210
40623;Waldburg;40623;08529;Freudenthal;4240
40623;Waldburg;40623;08530;Harruck;4240
40623;Waldburg;40623;08531;Lahrndorf;4240
40623;Waldburg;40623;08532;Marreith;4240
40623;Waldburg;40623;08533;Mitterreith;4240
40623;Waldburg;40623;08534;Oberschwandt;4240
40623;Waldburg;40623;08535;Prechtleinschlag;4193
40623;Waldburg;40623;08536;Sankt Peter;4240
40623;Waldburg;40623;08537;Schöndorf;4193
40623;Waldburg;40623;08538;Unterschwandt;4240
40623;Waldburg;40623;08539;Waldburg;4240
40624;Wartberg ob der Aist;40624;02242;Haag;4224
40624;Wartberg ob der Aist;40624;02247;Klingenwehr;4224
40624;Wartberg ob der Aist;40624;02320;Klausmühle;4224
40624;Wartberg ob der Aist;40624;02361;Hacklberg;4224
40624;Wartberg ob der Aist;40624;02362;Scheiben;4224
40624;Wartberg ob der Aist;40624;02373;Schönreith;4224 4231
40624;Wartberg ob der Aist;40624;02390;Untere Reitling;4231
40624;Wartberg ob der Aist;40624;02406;Reitlingberg;4223 4231
40624;Wartberg ob der Aist;40624;02435;Türnberg;4231
40624;Wartberg ob der Aist;40624;02488;Zeilerberg;4231
40624;Wartberg ob der Aist;40624;02585;Doberhagen;4231
40624;Wartberg ob der Aist;40624;02621;Altenhaus;4231
40624;Wartberg ob der Aist;40624;02625;Im Bichl;4231
40624;Wartberg ob der Aist;40624;02650;Wolfsegg;4224 4231
40624;Wartberg ob der Aist;40624;02652;Schlossberg;4224
40624;Wartberg ob der Aist;40624;02653;Schloss Haus;4224
40624;Wartberg ob der Aist;40624;08540;Arnberg;4224
40624;Wartberg ob der Aist;40624;08541;Frensdorf;4231
40624;Wartberg ob der Aist;40624;08542;Friensdorf;4224
40624;Wartberg ob der Aist;40624;08543;Obergaisbach;4231
40624;Wartberg ob der Aist;40624;08544;Obervisnitz;4224
40624;Wartberg ob der Aist;40624;08545;Reitling;4231
40624;Wartberg ob der Aist;40624;08546;Steinpichl;4224 4231
40624;Wartberg ob der Aist;40624;08547;Untergaisbach;4231
40624;Wartberg ob der Aist;40624;08548;Untervisnitz;4210 4224
40624;Wartberg ob der Aist;40624;08549;Wartberg ob der Aist;4224
40625;Weitersfelden;40625;08550;Eipoldschlag;4272
40625;Weitersfelden;40625;08551;Haid;4272
40625;Weitersfelden;40625;08552;Harrachstal;4272
40625;Weitersfelden;40625;08553;Knaußer;4272
40625;Weitersfelden;40625;08554;Markersdorf;4272
40625;Weitersfelden;40625;08555;Nadelbach;4272
40625;Weitersfelden;40625;08556;Rabenberg;4272
40625;Weitersfelden;40625;08557;Reitern;4272
40625;Weitersfelden;40625;08558;Ritzenedt;4272
40625;Weitersfelden;40625;08559;Saghammer;4272
40625;Weitersfelden;40625;08560;Straßreit;4272
40625;Weitersfelden;40625;08561;Stumberg;4272
40625;Weitersfelden;40625;08562;Waldfeld;4272
40625;Weitersfelden;40625;08563;Weitersfelden;4272
40625;Weitersfelden;40625;08564;Wienau;4272
40625;Weitersfelden;40625;08565;Windgföll;4272
40626;Windhaag bei Freistadt;40626;00954;Freiwalddorf;4263
40626;Windhaag bei Freistadt;40626;08566;Elmberg;4263
40626;Windhaag bei Freistadt;40626;08567;Mairspindt;4263
40626;Windhaag bei Freistadt;40626;08568;Obernschlag;4263
40626;Windhaag bei Freistadt;40626;08569;Oberpaßberg;4263
40626;Windhaag bei Freistadt;40626;08570;Oberwindhaag;4263
40626;Windhaag bei Freistadt;40626;08571;Pieberschlag;4263
40626;Windhaag bei Freistadt;40626;08572;Predetschlag;4263
40626;Windhaag bei Freistadt;40626;08573;Prendt;4263
40626;Windhaag bei Freistadt;40626;08574;Riemetschlag;4263
40626;Windhaag bei Freistadt;40626;08575;Spörbichl;4263
40626;Windhaag bei Freistadt;40626;08576;Unterwald;4263
40626;Windhaag bei Freistadt;40626;08577;Windhaag bei Freistadt;4263
40627;Bad Zell;40627;08578;Aich;4283
40627;Bad Zell;40627;08580;Barndorf;4283
40627;Bad Zell;40627;08581;Brawinkl;4283
40627;Bad Zell;40627;08582;Erdleiten;4283
40627;Bad Zell;40627;08583;Feiblmühl;4293
40627;Bad Zell;40627;08584;Haselbach;4283
40627;Bad Zell;40627;08585;Hirtlhof;4283
40627;Bad Zell;40627;08586;Lanzendorf;4283
40627;Bad Zell;40627;08587;Maierhof;4283
40627;Bad Zell;40627;08588;Riegl;4283
40627;Bad Zell;40627;08589;Weberberg;4283
40627;Bad Zell;40627;08590;Wolfgrub;4274
40627;Bad Zell;40627;08591;Bad Zell;4283
40627;Bad Zell;40627;08592;Zellhof;4283
40701;Altmünster;40701;08593;Altmünster;4810 4813 4814
40701;Altmünster;40701;08594;Eben;4801 4813 4814
40701;Altmünster;40701;08595;Ebenzweier;4813
40701;Altmünster;40701;08596;Eck;4810 4813
40701;Altmünster;40701;08597;Gmundnerberg;4812 4813 4814
40701;Altmünster;40701;08598;Grasberg;4813 4814
40701;Altmünster;40701;08599;Mühlbach;4801 4814
40701;Altmünster;40701;08600;Nachdemsee;4801 4813
40701;Altmünster;40701;08601;Neukirchen;4813 4814
40701;Altmünster;40701;08602;Reindlmühl;4814
40702;Bad Goisern am Hallstättersee;40702;05429;Görb;4822
40702;Bad Goisern am Hallstättersee;40702;08603;Anzenau;4822
40702;Bad Goisern am Hallstättersee;40702;08604;Au;4822
40702;Bad Goisern am Hallstättersee;40702;08605;Edt;4822
40702;Bad Goisern am Hallstättersee;40702;08606;Goisern;4822
40702;Bad Goisern am Hallstättersee;40702;08607;Gschwandt;4822
40702;Bad Goisern am Hallstättersee;40702;08608;Herndl;4822
40702;Bad Goisern am Hallstättersee;40702;08609;Kogl;4822
40702;Bad Goisern am Hallstättersee;40702;08610;Lasern;4822
40702;Bad Goisern am Hallstättersee;40702;08611;Muth;4822
40702;Bad Goisern am Hallstättersee;40702;08612;Obersee;4822
40702;Bad Goisern am Hallstättersee;40702;08613;Pichlern;4822
40702;Bad Goisern am Hallstättersee;40702;08614;Pötschen;4822
40702;Bad Goisern am Hallstättersee;40702;08615;Posern;4822
40702;Bad Goisern am Hallstättersee;40702;08616;Primesberg;4822
40702;Bad Goisern am Hallstättersee;40702;08617;Ramsau;4822
40702;Bad Goisern am Hallstättersee;40702;08618;Rehkogl;4822
40702;Bad Goisern am Hallstättersee;40702;08619;Reitern;4822
40702;Bad Goisern am Hallstättersee;40702;08620;Riedln;4822
40702;Bad Goisern am Hallstättersee;40702;08621;Sankt Agatha;4822
40702;Bad Goisern am Hallstättersee;40702;08622;Sarstein;4822
40702;Bad Goisern am Hallstättersee;40702;08623;Solbach;4822
40702;Bad Goisern am Hallstättersee;40702;08624;Stambach;4822
40702;Bad Goisern am Hallstättersee;40702;08625;Steeg;4822
40702;Bad Goisern am Hallstättersee;40702;08626;Steinach;4822
40702;Bad Goisern am Hallstättersee;40702;08627;Unterjoch;4822
40702;Bad Goisern am Hallstättersee;40702;08628;Untersee;4822
40702;Bad Goisern am Hallstättersee;40702;08629;Weißenbach;4822
40702;Bad Goisern am Hallstättersee;40702;08630;Wiesen;4822
40702;Bad Goisern am Hallstättersee;40702;08631;Wildpfad;4822
40702;Bad Goisern am Hallstättersee;40702;08632;Wurmstein;4822
40703;Bad Ischl;40703;08633;Ahorn;4820
40703;Bad Ischl;40703;08634;Bad Ischl;4820
40703;Bad Ischl;40703;08635;Eck;4820
40703;Bad Ischl;40703;08636;Haiden;4820 5351
40703;Bad Ischl;40703;08637;Hinterstein;4820
40703;Bad Ischl;40703;08638;Jainzen;4820
40703;Bad Ischl;40703;08639;Kaltenbach;4820
40703;Bad Ischl;40703;08640;Kößlbach;4820
40703;Bad Ischl;40703;08641;Kreutern;4820
40703;Bad Ischl;40703;08642;Lauffen;4820
40703;Bad Ischl;40703;08643;Lindau;4820 5351
40703;Bad Ischl;40703;08644;Mitterweißenbach;4820
40703;Bad Ischl;40703;08645;Perneck;4820
40703;Bad Ischl;40703;08646;Ramsau;5351
40703;Bad Ischl;40703;08647;Reiterndorf;4820
40703;Bad Ischl;40703;08648;Rettenbach;4820
40703;Bad Ischl;40703;08649;Roith;4820
40703;Bad Ischl;40703;08650;Steinbruch;4820
40703;Bad Ischl;40703;08651;Steinfeld;4820
40703;Bad Ischl;40703;08652;Sulzbach;4820
40704;Ebensee;40704;08653;Ebensee;4802
40704;Ebensee;40704;08654;Kohlstatt;4802
40704;Ebensee;40704;08655;Lahnstein;4802
40704;Ebensee;40704;08656;Langwies;4802
40704;Ebensee;40704;08657;Oberlangbath;4802
40704;Ebensee;40704;08658;Offensee;4802
40704;Ebensee;40704;08659;Plankau;4802
40704;Ebensee;40704;08660;Rindbach;4802
40704;Ebensee;40704;08661;Roith;4802
40704;Ebensee;40704;08662;Trauneck;4802
40704;Ebensee;40704;08663;Unterlangbath;4802
40705;Gmunden;40705;08665;Gmunden;4810
40706;Gosau;40706;08675;Gosau;4824 4825
40707;Grünau im Almtal;40707;08676;Grünau im Almtal;4644 4645
40708;Gschwandt;40708;08677;Gschwandt;4810 4816 4817
40708;Gschwandt;40708;08678;Kranabeth;4664
40708;Gschwandt;40708;08679;Moosham;4664 4810 4816
40708;Gschwandt;40708;08680;Oberndorf;4816
40708;Gschwandt;40708;08681;Oberweis;4664
40709;Hallstatt;40709;08682;Gosauzwang;4823
40709;Hallstatt;40709;08683;Hallstatt;4830
40709;Hallstatt;40709;08684;Lahn;4830
40709;Hallstatt;40709;08685;Salzberg;4830
40710;Kirchham;40710;08686;Danzlau;4656
40710;Kirchham;40710;08687;Feichtenberg;4656
40710;Kirchham;40710;08688;Kaltenmarkt;4656
40710;Kirchham;40710;08689;Kampesberg;4656
40710;Kirchham;40710;08690;Kirchham;4656
40710;Kirchham;40710;08691;Kogl;4656
40710;Kirchham;40710;08692;Krottendorf;4656
40710;Kirchham;40710;08693;Wahl;4656
40710;Kirchham;40710;14518;Bergham;4656
40710;Kirchham;40710;14527;Edtholz;4656
40710;Kirchham;40710;14528;Eisengattern;4656
40710;Kirchham;40710;14603;Im Tal;4656
40710;Kirchham;40710;14604;Guggenberg;4656
40710;Kirchham;40710;14605;Hagenmühle;4656
40710;Kirchham;40710;15402;Hilzing;4656
40710;Kirchham;40710;15461;Hüttenboden;4656
40710;Kirchham;40710;15464;In der Au;4656
40710;Kirchham;40710;15484;Kohlwiese;4817
40710;Kirchham;40710;16082;Laizing;4656
40710;Kirchham;40710;16192;Laudachtal;4656
40710;Kirchham;40710;16422;Steg;4656
40710;Kirchham;40710;16483;Windberg;4656
40711;Laakirchen;40711;08694;Diethaming;4663
40711;Laakirchen;40711;08695;Kirchham;4656 4663
40711;Laakirchen;40711;08696;Kranabeth;4656 4663
40711;Laakirchen;40711;08697;Laakirchen;4663 4664
40711;Laakirchen;40711;08698;Lindach;4663
40711;Laakirchen;40711;08699;Oberndorf;4656 4664 4816
40711;Laakirchen;40711;08700;Oberweis;4663 4664
40711;Laakirchen;40711;08701;Ölling;4656 4663
40711;Laakirchen;40711;08702;Rahstorf;4663
40711;Laakirchen;40711;08703;Schweigthal;4664
40711;Laakirchen;40711;08704;Stötten;4662 4663
40712;Obertraun;40712;08705;Obertraun;4831
40712;Obertraun;40712;08706;Winkl;4831 8972
40713;Ohlsdorf;40713;05803;Kohlwehr;4662
40713;Ohlsdorf;40713;05880;Sandhäuslberg;4662
40713;Ohlsdorf;40713;08707;Aichlham;4694
40713;Ohlsdorf;40713;08708;Aupointen;4694
40713;Ohlsdorf;40713;08709;Aurachkirchen;4812
40713;Ohlsdorf;40713;08710;Edlach;4694
40713;Ohlsdorf;40713;08711;Edt;4694
40713;Ohlsdorf;40713;08712;Ehrendorf;4694
40713;Ohlsdorf;40713;08713;Ehrenfeld;4662
40713;Ohlsdorf;40713;08714;Föding;4694
40713;Ohlsdorf;40713;08715;Fraunsdorf;4812
40713;Ohlsdorf;40713;08716;Großreith;4694
40713;Ohlsdorf;40713;08717;Hafendorf;4694
40713;Ohlsdorf;40713;08718;Hildprechting;4694
40713;Ohlsdorf;40713;08719;Hochbau;4694
40713;Ohlsdorf;40713;08720;Hochleithen;4694
40713;Ohlsdorf;40713;08721;Holzhäuseln;4694
40713;Ohlsdorf;40713;08722;Irresberg;4694
40713;Ohlsdorf;40713;08723;Kleinreith;4694
40713;Ohlsdorf;40713;08724;Obernathal;4694
40713;Ohlsdorf;40713;08725;Oberthalham;4694
40713;Ohlsdorf;40713;08726;Ohlsdorf;4694
40713;Ohlsdorf;40713;08727;Parz;4694
40713;Ohlsdorf;40713;08728;Peiskam;4694
40713;Ohlsdorf;40713;08729;Penesdorf;4693
40713;Ohlsdorf;40713;08730;Preinsdorf;4812
40713;Ohlsdorf;40713;08731;Purndorf;4812
40713;Ohlsdorf;40713;08732;Rittham;4812
40713;Ohlsdorf;40713;08733;Ruhsam;4694
40713;Ohlsdorf;40713;08734;Traich;4694
40713;Ohlsdorf;40713;08735;Unternathal;4694
40713;Ohlsdorf;40713;08736;Unterthalham;4694
40713;Ohlsdorf;40713;08737;Weinberg;4694
40714;Pinsdorf;40714;08738;Buchen;4810 4812
40714;Pinsdorf;40714;08739;Großkufhaus;4812
40714;Pinsdorf;40714;08740;Innergrub;4812
40714;Pinsdorf;40714;08741;Moos;4812
40714;Pinsdorf;40714;08742;Neuhofen;4810 4812
40714;Pinsdorf;40714;08743;Pinsdorf;4812
40714;Pinsdorf;40714;08744;Pinsdorfberg;4812
40714;Pinsdorf;40714;08745;Steinbichl;4812
40714;Pinsdorf;40714;08746;Wiesen;4812 4845
40714;Pinsdorf;40714;08747;Wolfsgrub;4812
40715;Roitham;40715;02171;Watzing;4661
40715;Roitham;40715;08748;Außerpühret;4661
40715;Roitham;40715;08749;Außerroh;4661
40715;Roitham;40715;08750;Deising;4661
40715;Roitham;40715;08751;Hötzelsdorf;4655
40715;Roitham;40715;08752;Innerroh;4661
40715;Roitham;40715;08753;Kemating;4661
40715;Roitham;40715;08754;Mitterbuch;4661
40715;Roitham;40715;08755;Oberbuch;4661
40715;Roitham;40715;08756;Palmsdorf;4661
40715;Roitham;40715;08757;Roitham;4661
40715;Roitham;40715;08758;Unterpühret;4661
40715;Roitham;40715;17581;Altmanning;4661
40715;Roitham;40715;17582;Au;4661
40715;Roitham;40715;17583;Auholz;4661
40715;Roitham;40715;17584;Bichlbauer;4661
40715;Roitham;40715;17585;Bühl;4661
40715;Roitham;40715;17586;Edt;4661
40715;Roitham;40715;17587;Edtmayer;4661
40715;Roitham;40715;17588;Kirnbach;4661
40715;Roitham;40715;17589;Lebl-Roith;4661
40715;Roitham;40715;17590;Magling;4661
40715;Roitham;40715;17591;Nöstling;4661
40715;Roitham;40715;17593;Sandgasse;4661
40715;Roitham;40715;17594;Stötten;4661
40715;Roitham;40715;17595;Vornbuch;4661
40715;Roitham;40715;17596;Wangham;4661
40716;Sankt Konrad;40716;08759;Edt;4817
40716;Sankt Konrad;40716;08760;Sankt Konrad;4644 4817
40716;Sankt Konrad;40716;08761;Steg;4817
40717;St. Wolfgang im Salzkammergut;40717;08762;Aschau;5360
40717;St. Wolfgang im Salzkammergut;40717;08763;Au;5360
40717;St. Wolfgang im Salzkammergut;40717;08764;Bürglstein;5360
40717;St. Wolfgang im Salzkammergut;40717;08765;Graben;5360
40717;St. Wolfgang im Salzkammergut;40717;08766;Mönichsreith;5360
40717;St. Wolfgang im Salzkammergut;40717;08767;Radau;5360
40717;St. Wolfgang im Salzkammergut;40717;08768;Rußbach;5360
40717;St. Wolfgang im Salzkammergut;40717;08769;St. Wolfgang im Salzkammergut;5360
40717;St. Wolfgang im Salzkammergut;40717;08770;Schwarzenbach;5360
40717;St. Wolfgang im Salzkammergut;40717;08771;Weinbach;5360
40717;St. Wolfgang im Salzkammergut;40717;08772;Windhag;5360
40717;St. Wolfgang im Salzkammergut;40717;08773;Wirling;5360
40718;Traunkirchen;40718;08777;Traunkirchen;4801
40719;Scharnstein;40719;08780;Dorf;4644 4817
40719;Scharnstein;40719;08781;Mühldorf;4644 4645
40719;Scharnstein;40719;08782;Scharnstein;4644
40719;Scharnstein;40719;08783;Viechtwang;4644
40720;Vorchdorf;40720;08784;Adlhaming;4655
40720;Vorchdorf;40720;08785;Aggsbach;4655
40720;Vorchdorf;40720;08786;Albenedt;4655
40720;Vorchdorf;40720;08787;Berg;4655
40720;Vorchdorf;40720;08788;Eggenberg;4655
40720;Vorchdorf;40720;08789;Eichham;4655
40720;Vorchdorf;40720;08790;Einsiedling;4655
40720;Vorchdorf;40720;08791;Falkenohren;4655
40720;Vorchdorf;40720;08792;Feldham;4655
40720;Vorchdorf;40720;08793;Fischböckau;4655
