Gemeindekennziffer;Gemeindename;Gemeindecode;Ortschaftkennziffer;Ortschaftsname;Postleitzahl
31904;Brand-Laaben;31904;05425;Wöllersdorf;3053
31905;Eichgraben;31905;05426;Eichgraben;3032
31905;Eichgraben;31905;05427;Hinterleiten;3032
31905;Eichgraben;31905;05428;Hutten;3032
31905;Eichgraben;31905;05430;Ottenheim;3032
31905;Eichgraben;31905;05431;Stein;3032
31905;Eichgraben;31905;05432;Winkl;3032
31906;Frankenfels;31906;05433;Falkensteinrotte;3212 3213
31906;Frankenfels;31906;05434;Fischbachmühlrotte;3213
31906;Frankenfels;31906;05435;Frankenfels;3213
31906;Frankenfels;31906;05436;Grasserrotte;3213
31906;Frankenfels;31906;05437;Gstettengegend;3212 3213
31906;Frankenfels;31906;05438;Hofstadtgegend;3213
31906;Frankenfels;31906;05439;Karrotte;3213
31906;Frankenfels;31906;05440;Laubenbachgegend;3213 3214
31906;Frankenfels;31906;05441;Lehengegend;3213
31906;Frankenfels;31906;05442;Markenschlagrotte;3213
31906;Frankenfels;31906;05443;Ödrotte;3213
31906;Frankenfels;31906;05444;Pernarotte;3213
31906;Frankenfels;31906;05445;Pielachleitengegend;3213
31906;Frankenfels;31906;05446;Rosenbühelrotte;3213
31906;Frankenfels;31906;05447;Taschlgrabenrotte;3212 3213
31906;Frankenfels;31906;05448;Tiefgrabenrotte;3213
31906;Frankenfels;31906;05449;Übergangrotte;3213 3214
31906;Frankenfels;31906;05450;Weißenburggegend;3213
31906;Frankenfels;31906;05451;Wiesrotte;3213
31907;Gerersdorf;31907;05452;Distelburg;3385
31907;Gerersdorf;31907;05453;Eggsdorf;3385
31907;Gerersdorf;31907;05454;Friesing;3385
31907;Gerersdorf;31907;05455;Gerersdorf;3385
31907;Gerersdorf;31907;05456;Grillenhöfe;3385
31907;Gerersdorf;31907;05457;Hetzersdorf;3385
31907;Gerersdorf;31907;05458;Hofing;3385
31907;Gerersdorf;31907;05459;Loipersdorf;3385
31907;Gerersdorf;31907;05460;Salau;3385
31907;Gerersdorf;31907;05461;Stainingsdorf;3385
31907;Gerersdorf;31907;05462;Völlerndorf;3385
31907;Gerersdorf;31907;05463;Weitendorf;3385
31909;Hofstetten-Grünau;31909;05467;Aigelsbach;3150 3202
31909;Hofstetten-Grünau;31909;05468;Grünau;3202
31909;Hofstetten-Grünau;31909;05469;Grünsbach;3202 3233
31909;Hofstetten-Grünau;31909;05470;Hofstetten;3202
31909;Hofstetten-Grünau;31909;05471;Kammerhof;3202
31909;Hofstetten-Grünau;31909;05472;Mainburg;3202 3203
31909;Hofstetten-Grünau;31909;05473;Plambach;3202 3203
31909;Hofstetten-Grünau;31909;05474;Plambacheck;3202
31910;Hafnerbach;31910;05475;Doppel;3386
31910;Hafnerbach;31910;05476;Eichberg;3386
31910;Hafnerbach;31910;05477;Hafnerbach;3386
31910;Hafnerbach;31910;05478;Hengstberg;3386
31910;Hafnerbach;31910;05479;Hohenegg;3386
31910;Hafnerbach;31910;05480;Korning;3386
31910;Hafnerbach;31910;05481;Obergraben;3386
31910;Hafnerbach;31910;05482;Oed;3386
31910;Hafnerbach;31910;05483;Pfaffing;3386
31910;Hafnerbach;31910;05484;Pielachhaag;3386
31910;Hafnerbach;31910;05485;Rannersdorf;3386
31910;Hafnerbach;31910;05486;Sasendorf;3386
31910;Hafnerbach;31910;05487;Stein;3386
31910;Hafnerbach;31910;05488;Thal;3386
31910;Hafnerbach;31910;05489;Untergraben;3386
31910;Hafnerbach;31910;05490;Weghof;3386
31910;Hafnerbach;31910;05491;Weinzierl;3386
31910;Hafnerbach;31910;05492;Wimpassing an der Pielach;3386
31910;Hafnerbach;31910;05493;Windschnur;3386
31910;Hafnerbach;31910;05494;Würmling;3386
31910;Hafnerbach;31910;05495;Zendorf;3386
31911;Haunoldstein;31911;05496;Eibelsau;3384
31911;Haunoldstein;31911;05497;Eidletzberg;3384
31911;Haunoldstein;31911;05498;Groß Sierning;3384
31911;Haunoldstein;31911;05499;Haunoldstein;3384
31911;Haunoldstein;31911;05500;Osterburg;3384
31911;Haunoldstein;31911;05501;Pielachhäuser;3384
31911;Haunoldstein;31911;05502;Pottschollach;3384
31912;Herzogenburg;31912;05503;Adletzberg;3454
31912;Herzogenburg;31912;05504;Angern;3130
31912;Herzogenburg;31912;05505;Ederding;3130
31912;Herzogenburg;31912;05506;Einöd;3130
31912;Herzogenburg;31912;05507;Gutenbrunn;3454
31912;Herzogenburg;31912;05508;Heiligenkreuz;3454
31912;Herzogenburg;31912;05509;Herzogenburg;3130
31912;Herzogenburg;31912;05510;Oberhameten;3454
31912;Herzogenburg;31912;05511;Oberndorf in der Ebene;3130
31912;Herzogenburg;31912;05512;Oberwinden;3130
31912;Herzogenburg;31912;05513;Ossarn;3130
31912;Herzogenburg;31912;05514;Pottschall;3454
31912;Herzogenburg;31912;05515;St. Andrä an der Traisen;3130
31912;Herzogenburg;31912;05516;Unterhameten;3454
31912;Herzogenburg;31912;05517;Unterwinden;3130
31912;Herzogenburg;31912;05518;Wielandsthal;3130
31912;Herzogenburg;31912;05519;Wiesing;3130
31913;Inzersdorf-Getzersdorf;31913;05520;Anzenberg;3131
31913;Inzersdorf-Getzersdorf;31913;05521;Getzersdorf;3131
31913;Inzersdorf-Getzersdorf;31913;05522;Inzersdorf ob der Traisen;3131
31913;Inzersdorf-Getzersdorf;31913;05523;Walpersdorf;3131
31913;Inzersdorf-Getzersdorf;31913;05524;Wetzmannsthal;3131
31915;Kapelln;31915;05535;Etzersdorf;3141
31915;Kapelln;31915;05536;Kapelln;3141
31915;Kapelln;31915;05537;Katzenberg;3141
31915;Kapelln;31915;05538;Mitterau;3141
31915;Kapelln;31915;05539;Mitterkilling;3141
31915;Kapelln;31915;05540;Oberkilling;3141
31915;Kapelln;31915;05541;Obermiesting;3141
31915;Kapelln;31915;05542;Panzing;3141
31915;Kapelln;31915;05543;Pönning;3141
31915;Kapelln;31915;05544;Rapoltendorf;3141
31915;Kapelln;31915;05545;Rassing;3141
31915;Kapelln;31915;05546;Thalheim;3141
31915;Kapelln;31915;05547;Unterau;3141
31915;Kapelln;31915;05548;Unterkilling;3141
31915;Kapelln;31915;05549;Untermiesting;3141
31916;Karlstetten;31916;05550;Dreihöf;3121
31916;Karlstetten;31916;05551;Hausenbach;3121
31916;Karlstetten;31916;05552;Heitzing;3121
31916;Karlstetten;31916;05553;Karlstetten;3121
31916;Karlstetten;31916;05554;Lauterbach;3121
31916;Karlstetten;31916;05555;Obermamau;3121
31916;Karlstetten;31916;05556;Rosenthal;3121
31916;Karlstetten;31916;05557;Schaubing;3121
31916;Karlstetten;31916;05558;Untermamau;3121
31916;Karlstetten;31916;05559;Weyersdorf;3121
31916;Karlstetten;31916;05560;Wieshöf;3121
31917;Kasten bei Böheimkirchen;31917;05561;Baumgarten bei Kasten;3072
31917;Kasten bei Böheimkirchen;31917;05562;Berg;3071
31917;Kasten bei Böheimkirchen;31917;05563;Braunsberg;3071
31917;Kasten bei Böheimkirchen;31917;05564;Damberg;3072
31917;Kasten bei Böheimkirchen;31917;05565;Dörfl bei Kasten;3072
31917;Kasten bei Böheimkirchen;31917;05566;Fahrafeld;3071 3144
31917;Kasten bei Böheimkirchen;31917;05567;Gwörth;3072
31917;Kasten bei Böheimkirchen;31917;05568;Hummelberg bei Kasten;3072
31917;Kasten bei Böheimkirchen;31917;05569;Kasten bei Böheimkirchen;3072
31917;Kasten bei Böheimkirchen;31917;05570;Kirchsteig;3072
31917;Kasten bei Böheimkirchen;31917;05571;Kronberg;3074
31917;Kasten bei Böheimkirchen;31917;05572;Lanzendorf bei Kasten;3072
31917;Kasten bei Böheimkirchen;31917;05573;Lielach;3072
31917;Kasten bei Böheimkirchen;31917;05574;Mitterfeld;3072
31917;Kasten bei Böheimkirchen;31917;05575;Stallbach;3072
31917;Kasten bei Böheimkirchen;31917;05576;Steinabruck;3072
31917;Kasten bei Böheimkirchen;31917;05577;Wallenreith;3072
31918;Kirchberg an der Pielach;31918;05578;Kirchberg an der Pielach;3204
31918;Kirchberg an der Pielach;31918;05579;Kirchberggegend;3204
31918;Kirchberg an der Pielach;31918;05580;Schloßgegend;3204
31918;Kirchberg an der Pielach;31918;05581;Schwerbachgegend;3204
31918;Kirchberg an der Pielach;31918;05582;Soisgegend;3204
31918;Kirchberg an der Pielach;31918;05583;Tradigistdorf;3204
31918;Kirchberg an der Pielach;31918;05584;Tradigistgegend;3204
31919;Kirchstetten;31919;05585;Aschberg;3062
31919;Kirchstetten;31919;05586;Doppel;3061 3062
31919;Kirchstetten;31919;05587;Fuchsberg;3062
31919;Kirchstetten;31919;05588;Gstockert;3062
31919;Kirchstetten;31919;05589;Hinterholz;3062
31919;Kirchstetten;31919;05590;Kirchstetten;3062
31919;Kirchstetten;31919;05592;Ober-Wolfsbach;3062
31919;Kirchstetten;31919;05593;Paltram;3062
31919;Kirchstetten;31919;05594;Senning;3062
31919;Kirchstetten;31919;05595;Sichelbach;3062
31919;Kirchstetten;31919;05596;Totzenbach;3062
31919;Kirchstetten;31919;05597;Waasen;3062
31919;Kirchstetten;31919;05681;Pettenau;3062
31920;Loich;31920;05598;Dobersnigg;3211
31920;Loich;31920;05599;Hammerlmühlgegend;3211
31920;Loich;31920;05600;Loich;3211
31920;Loich;31920;05601;Loicheckgegend;3211
31920;Loich;31920;05602;Oedgegend;3211
31920;Loich;31920;05603;Rehgrabengegend;3204 3211
31920;Loich;31920;05604;Schroffengegend;3204 3211
31920;Loich;31920;05605;Schwarzengrabengegend;3211
31920;Loich;31920;05606;Siedlung;3211
31921;Maria-Anzbach;31921;05607;Burgstall;3034
31921;Maria-Anzbach;31921;05608;Furth;3032
31921;Maria-Anzbach;31921;05609;Götzwiesen;3033
31921;Maria-Anzbach;31921;05610;Groß-Raßberg;3034
31921;Maria-Anzbach;31921;05611;Gschwendt;3034
31921;Maria-Anzbach;31921;05612;Hof;3034
31921;Maria-Anzbach;31921;05613;Hofstatt am Anzbach;3034 3040
31921;Maria-Anzbach;31921;05614;Klein-Weinberg;3034
31921;Maria-Anzbach;31921;05615;Knagg;3033
31921;Maria-Anzbach;31921;05616;Maierhöfen;3034
31921;Maria-Anzbach;31921;05617;Maria-Anzbach;3034 3040
31921;Maria-Anzbach;31921;05618;Oed;3034
31921;Maria-Anzbach;31921;05619;Pameth;3034 3040
31921;Maria-Anzbach;31921;05620;Unter-Oberndorf;3032 3034
31921;Maria-Anzbach;31921;05621;Winkl;3032
31921;Maria-Anzbach;31921;05622;Winten;3034
31922;Markersdorf-Haindorf;31922;05623;Haindorf;3384
31922;Markersdorf-Haindorf;31922;05624;Knetzersdorf;3384
31922;Markersdorf-Haindorf;31922;05625;Mannersdorf;3384
31922;Markersdorf-Haindorf;31922;05626;Markersdorf an der Pielach;3385
31922;Markersdorf-Haindorf;31922;05627;Mitterau;3385
31922;Markersdorf-Haindorf;31922;05628;Mitterndorf;3384
31922;Markersdorf-Haindorf;31922;05629;Nenndorf;3385
31922;Markersdorf-Haindorf;31922;05630;Poppendorf;3385
31922;Markersdorf-Haindorf;31922;05631;Winkel;3384
31922;Markersdorf-Haindorf;31922;05632;Wultendorf;3385
31923;Michelbach;31923;05633;Finsteregg;3074
31923;Michelbach;31923;05634;Gstetten;3074
31923;Michelbach;31923;05635;Kleindurlas;3074
31923;Michelbach;31923;05636;Kropfsdorf;3074
31923;Michelbach;31923;05637;Michelbach Dorf;3074
31923;Michelbach;31923;05638;Michelbach Markt;3074
31923;Michelbach;31923;05639;Untergoin;3074
31923;Michelbach;31923;05856;Mayerhöfen;3073 3074
31925;Neidling;31925;05646;Afing;3110
31925;Neidling;31925;05647;Dietersberg;3110
31925;Neidling;31925;05648;Enikelberg;3110
31925;Neidling;31925;05649;Flinsbach;3110
31925;Neidling;31925;05650;Gabersdorf;3110
31925;Neidling;31925;05651;Goldegg;3110
31925;Neidling;31925;05652;Griechenberg;3110
31925;Neidling;31925;05653;Neidling;3110
31925;Neidling;31925;05654;Pultendorf;3110
31925;Neidling;31925;05655;Watzelsdorf;3110
31925;Neidling;31925;05656;Wernersdorf;3110
31926;Neulengbach;31926;05657;Almersberg;3040
31926;Neulengbach;31926;05658;Anzing;3040
31926;Neulengbach;31926;05659;Au am Anzbach;3034 3040
31926;Neulengbach;31926;05660;Berging;3040
31926;Neulengbach;31926;05661;Emmersdorf;3040
31926;Neulengbach;31926;05662;Gamesreith;3051
31926;Neulengbach;31926;05663;Großweinberg;3040
31926;Neulengbach;31926;05664;Haag bei Markersdorf;3040
31926;Neulengbach;31926;05665;Haag bei Neulengbach;3040
31926;Neulengbach;31926;05666;Herbstgraben;3040
31926;Neulengbach;31926;05667;Herrenhub;3051
31926;Neulengbach;31926;05668;Hinterberg;3051
31926;Neulengbach;31926;05669;Inprugg;3040
31926;Neulengbach;31926;05670;Kleinhart;3051
31926;Neulengbach;31926;05671;Kleinraßberg;3040
31926;Neulengbach;31926;05672;Langenberg;3040
31926;Neulengbach;31926;05673;Ludmerfeld;3051
31926;Neulengbach;31926;05674;Markersdorf;3040
31926;Neulengbach;31926;05675;Mosletzberg;3040
31926;Neulengbach;31926;05676;Neulengbach;3040
31926;Neulengbach;31926;05677;Oberdambach;3061
31926;Neulengbach;31926;05678;Obereichen;3040
31926;Neulengbach;31926;05679;Oberndorf;3051
31926;Neulengbach;31926;05680;Ollersbach;3061
31926;Neulengbach;31926;05682;Raipoltenbach;3040
31926;Neulengbach;31926;05683;Rothenbucherhöhe;3051
31926;Neulengbach;31926;05684;St. Christophen;3051
31926;Neulengbach;31926;05685;Schwertfegen;3040
31926;Neulengbach;31926;05686;Trainst;3051 3072
31926;Neulengbach;31926;05687;Untereichen;3040
31926;Neulengbach;31926;05688;Unterwolfsbach;3061
31926;Neulengbach;31926;05689;Weiding;3040
31926;Neulengbach;31926;05690;Wolfersdorf;3061
31926;Neulengbach;31926;05859;Ebersberg;3040
31926;Neulengbach;31926;05860;Eitzenberg;3040
31926;Neulengbach;31926;05861;Karl-Deix-Siedlung;3040
31926;Neulengbach;31926;05862;Laa an der Tulln;3040
31926;Neulengbach;31926;05863;Matzelsdorf;3040
31926;Neulengbach;31926;05864;Schönfeld;3061
31926;Neulengbach;31926;05865;Schrabatz;3061
31926;Neulengbach;31926;05866;Stocket;3040
31926;Neulengbach;31926;05867;Straß;3040
31926;Neulengbach;31926;05868;Tausendblum;3061
31926;Neulengbach;31926;05869;Umsee;3040
31926;Neulengbach;31926;05870;Unterdambach;3051
31927;Neustift-Innermanzing;31927;05691;Almerberg;3051
31927;Neustift-Innermanzing;31927;05692;Aschberg;3051
31927;Neustift-Innermanzing;31927;05693;Außermanzing;3033 3052
31927;Neustift-Innermanzing;31927;05694;Barbaraholz;3052
31927;Neustift-Innermanzing;31927;05695;Eck;3052 3073
31927;Neustift-Innermanzing;31927;05696;Gießhübl;3051
31927;Neustift-Innermanzing;31927;05697;Gumpersberg;3033 3051
31927;Neustift-Innermanzing;31927;05698;Innermanzing;3052
31927;Neustift-Innermanzing;31927;05699;Mannersdorf;3051
31927;Neustift-Innermanzing;31927;05700;Neustift;3052
31927;Neustift-Innermanzing;31927;05701;Oberkühberg;3052
31927;Neustift-Innermanzing;31927;05702;Unterkühberg;3052
31928;Nußdorf ob der Traisen;31928;05703;Franzhausen;3134
31928;Nußdorf ob der Traisen;31928;05704;Fräuleinmühle;3134
31928;Nußdorf ob der Traisen;31928;05705;Neusiedl;3134
31928;Nußdorf ob der Traisen;31928;05706;Nußdorf ob der Traisen;3134
31928;Nußdorf ob der Traisen;31928;05707;Reichersdorf;3134
31928;Nußdorf ob der Traisen;31928;05708;Ried;3134
31928;Nußdorf ob der Traisen;31928;05709;Theyern;3134
31929;Ober-Grafendorf;31929;05710;Badendorf;3200
31929;Ober-Grafendorf;31929;05711;Baumgarten;3200
31929;Ober-Grafendorf;31929;05712;Ebersdorf;3200
31929;Ober-Grafendorf;31929;05713;Fridau;3200
31929;Ober-Grafendorf;31929;05714;Gasten;3200
31929;Ober-Grafendorf;31929;05715;Gattmannsdorf;3200
31929;Ober-Grafendorf;31929;05716;Gröben;3200
31929;Ober-Grafendorf;31929;05717;Grub;3200
31929;Ober-Grafendorf;31929;05718;Kotting;3200
31929;Ober-Grafendorf;31929;05719;Kuning;3200
31929;Ober-Grafendorf;31929;05720;Neustift;3200
31929;Ober-Grafendorf;31929;05721;Ober-Grafendorf;3200
31929;Ober-Grafendorf;31929;05722;Reitzing;3200
31929;Ober-Grafendorf;31929;05723;Rennersdorf;3200
31929;Ober-Grafendorf;31929;05724;Ritzersdorf;3200
31929;Ober-Grafendorf;31929;05725;Wantendorf;3200
31929;Ober-Grafendorf;31929;05726;Willersdorf;3200
31930;Obritzberg-Rust;31930;05727;Angern;3107
31930;Obritzberg-Rust;31930;05728;Diendorf;3107
31930;Obritzberg-Rust;31930;05729;Doppel;3123
31930;Obritzberg-Rust;31930;05730;Eitzendorf;3123
31930;Obritzberg-Rust;31930;05731;Flinsdorf;3107
31930;Obritzberg-Rust;31930;05732;Fugging;3123 3125
31930;Obritzberg-Rust;31930;05733;Greiling;3107
31930;Obritzberg-Rust;31930;05734;Großhain;3107
31930;Obritzberg-Rust;31930;05735;Großrust;3123
31930;Obritzberg-Rust;31930;05736;Grünz;3123
31930;Obritzberg-Rust;31930;05737;Heinigstetten;3121 3123
31930;Obritzberg-Rust;31930;05738;Hofstetten;3123
31930;Obritzberg-Rust;31930;05739;Kleinhain;3107
31930;Obritzberg-Rust;31930;05740;Kleinrust;3123
31930;Obritzberg-Rust;31930;05741;Landhausen;3123
31930;Obritzberg-Rust;31930;05742;Mittermerking;3123
31930;Obritzberg-Rust;31930;05743;Neustift;3123
31930;Obritzberg-Rust;31930;05744;Obermerking;3123
31930;Obritzberg-Rust;31930;05745;Obritzberg;3123
31930;Obritzberg-Rust;31930;05746;Pfaffing;3123
31930;Obritzberg-Rust;31930;05747;Schweinern;3123
31930;Obritzberg-Rust;31930;05748;Thallern;3123
31930;Obritzberg-Rust;31930;05749;Untermerking;3123
31930;Obritzberg-Rust;31930;05750;Winzing;3123
31930;Obritzberg-Rust;31930;05751;Zagging;3107
31932;Prinzersdorf;31932;05756;Prinzersdorf;3385
31932;Prinzersdorf;31932;05757;Uttendorf;3385
31934;Pyhra;31934;05763;Adeldorf;3143
31934;Pyhra;31934;05765;Atzling;3144
31934;Pyhra;31934;05766;Auern;3144
31934;Pyhra;31934;05767;Blindorf;3143
31934;Pyhra;31934;05768;Brunn;3104 3143
31934;Pyhra;31934;05769;Ebersreith;3143
31934;Pyhra;31934;05770;Egelsee;3143
31934;Pyhra;31934;05771;Fahra;3143
31934;Pyhra;31934;05772;Gattring-Raking;3143
31934;Pyhra;31934;05773;Getzersdorf;3143
31934;Pyhra;31934;05774;Heuberg;3143
31934;Pyhra;31934;05775;Hinterholz;3144
31934;Pyhra;31934;05776;Hummelberg bei Hinterholz;3144
31934;Pyhra;31934;05777;Kirchweg;3071
31934;Pyhra;31934;05778;Nützling;3143
31934;Pyhra;31934;05779;Obergrub;3143
31934;Pyhra;31934;05780;Oberloitzenberg;3143
31934;Pyhra;31934;05781;Obertiefenbach;3143
31934;Pyhra;31934;05782;Perersdorf;3071 3143
31934;Pyhra;31934;05783;Pyhra;3143
31934;Pyhra;31934;05784;Reichenhag;3143
31934;Pyhra;31934;05785;Reichgrüben;3143
31934;Pyhra;31934;05786;Schauching;3143
31934;Pyhra;31934;05787;Schnabling;3143
31934;Pyhra;31934;05788;Unterloitzenberg;3143
31934;Pyhra;31934;05789;Weinzettl;3143
31934;Pyhra;31934;05790;Wieden;3143
31934;Pyhra;31934;05792;Zuleithen;3143
31934;Pyhra;31934;05884;Aigen;3144
